logFC	logCPM	LR	PValue	FDR	Geneid	Chr	Start	End
5.30372554344626	5.06296496250761	153.920063085986	2.41100596137865e-35	1.84268363616247e-30	hsc_cmp_merged_30998	chr12	91965996	91966453
5.56392439327103	4.76127480303791	149.601334566398	2.11884533484575e-34	8.09695556257956e-30	hsc_cmp_merged_91034	chr4	10510059	10510330
5.5631530055483	4.34786255146715	142.083829622068	9.32291111082472e-33	1.8578458022561e-28	hsc_cmp_merged_64610	chr18	43967835	43968109
4.93597173576574	5.00896572865436	142.000293445784	9.72337783145498e-33	1.8578458022561e-28	hsc_cmp_merged_31419	chr12	101766533	101766797
5.71048552619405	4.2460489102716	137.930924365398	7.54563962997466e-32	1.15339629127941e-27	hsc_cmp_merged_193	chr1	10700096	10700291
5.24934717857923	4.59594666880598	135.792433772837	2.215177664413e-31	2.82169330892928e-27	hsc_cmp_merged_133744	chr9	28289743	28290012
4.7578246563906	4.935876158854	133.569249806185	6.78734638060966e-31	7.41061870253193e-27	hsc_cmp_merged_68597	chr19	17650883	17651104
6.88202275584331	2.74297083225425	132.622293698253	1.09358238471826e-30	9.61539355144078e-27	hsc_cmp_merged_25810	chr11	111377814	111377903
4.31644295724857	5.59506935605227	132.553243180966	1.13228845400857e-30	9.61539355144078e-27	hsc_cmp_merged_4687	chr1	118711638	118711971
5.21161266882026	4.22936736855012	130.925773323655	2.57040176662384e-30	1.96450666219527e-26	hsc_cmp_merged_10220	chr10	7438994	7439279
6.4369285299047	3.67744585483081	130.011483913003	4.07413738467369e-30	2.83071065487128e-26	hsc_cmp_merged_121274	chr7	86321387	86321615
5.55236275737318	4.15112786687803	129.361151301354	5.65361647016216e-30	3.60078832984628e-26	hsc_cmp_merged_121643	chr7	93254453	93254596
5.41262824737414	3.94928260200661	125.97455050741	3.11451897302953e-29	1.83104966208232e-25	hsc_cmp_merged_11441	chr10	27265959	27266156
4.40672618427039	5.00092007738008	123.113740401187	1.31679775446874e-28	7.1885870556098e-25	hsc_cmp_merged_121406	chr7	89835564	89835916
5.30476249302888	4.17792071627829	122.873363753718	1.48639404311811e-28	7.32198473143381e-25	hsc_cmp_merged_137479	chr9	87210901	87211171
3.72635688647427	7.04306908078946	122.714342873461	1.61042946574176e-28	7.32198473143381e-25	hsc_cmp_merged_99208	chr4	154908634	154908766
3.63611322868721	7.92446174495813	122.692032329221	1.62864055626701e-28	7.32198473143381e-25	hsc_cmp_merged_104930	chr5	114636707	114636793
4.75972665598134	4.53205176552008	121.583898933897	2.84703290654393e-28	1.20885017211855e-24	hsc_cmp_merged_88272	chr3	121111187	121111358
4.54985305871521	4.69145643990712	121.193597127371	3.46603214313616e-28	1.39422055071374e-24	hsc_cmp_merged_64567	chr18	42723827	42724133
3.94439450641158	5.93770472922847	120.807042933515	4.21167115354288e-28	1.60944801461488e-24	hsc_cmp_merged_139967	chr9	122648030	122648171
3.77702281748656	6.5228055519427	119.970730611095	6.42009957492866e-28	2.33654938244118e-24	hsc_cmp_merged_24494	chr11	97932394	97932537
5.67563547243173	3.97464916297299	118.84999766271	1.12956468480505e-27	3.92410771501276e-24	hsc_cmp_merged_104515	chr5	110704159	110704302
4.51159224584891	4.58642773824735	118.571272465612	1.29998132385065e-27	4.31978141822857e-24	hsc_cmp_merged_36844	chr13	64187091	64187344
3.80999639932581	6.18861861420636	117.91671905413	1.80823181216183e-27	5.75831420582935e-24	hsc_cmp_merged_16739	chr10	115764215	115764352
4.69469117926202	4.41709131044791	117.602899406981	2.11820710171973e-27	6.24509826884199e-24	hsc_cmp_merged_41492	chr14	37298761	37299036
3.86566923422977	5.94037318203843	117.597000207773	2.1245166037302e-27	6.24509826884199e-24	hsc_cmp_merged_83943	chr3	40002965	40003111
4.00109084481375	5.48395307954025	116.843468095178	3.10642298250609e-27	8.79324798914724e-24	hsc_cmp_merged_109970	chr6	40013427	40013767
3.55553495402869	7.41603288764049	116.078449749733	4.56862095087851e-27	1.24703772154908e-23	hsc_cmp_merged_29583	chr12	71424872	71424990
4.77105069980379	4.25047702128807	115.404725270833	6.41690468672926e-27	1.69114203930118e-23	hsc_cmp_merged_83640	chr3	32979269	32979521
5.10606695123904	3.83930761350831	114.927670818293	8.1620858217936e-27	2.07937298396014e-23	hsc_cmp_merged_106346	chr5	132884159	132884358
4.70168790410492	4.26806453182891	114.615879993208	9.55181102826299e-27	2.35492197828414e-23	hsc_cmp_merged_77402	chr2	114491960	114492201
3.70170760523678	6.26088677740503	113.8883336497	1.37857364097018e-26	3.29255081975216e-23	hsc_cmp_merged_114951	chr6	126351054	126351149
