logFC	logCPM	LR	PValue	FDR	Geneid	Chr	Start	End
5.77680705454203	6.53751957683907	268.039576618192	3.03515343035578e-60	1.52355596743569e-55	hsc_cfue_merged_37437	chr5	114173056	114173203
-6.10434363093015	5.5212061645318	266.577233820136	6.3227143376451e-60	1.58690645803386e-55	hsc_cfue_merged_27482	chr2	103893913	103894041
-6.13773858955876	5.39453200442343	265.433468996722	1.122524249757e-59	1.87824499216841e-55	hsc_cfue_merged_23962	chr18	84885068	84885183
-6.30011730832982	4.70888748287177	260.247440197611	1.51558460180009e-58	1.90194500641398e-54	hsc_cfue_merged_19834	chr16	91717177	91717256
-6.16168411993182	5.01659500962158	259.491295439176	2.21514416845791e-58	2.22387183648163e-54	hsc_cfue_merged_28063	chr2	131135926	131136019
5.88496946077589	5.88031122078266	257.825537878821	5.11098346707293e-58	4.275933951611e-54	hsc_cfue_merged_37946	chr5	131519683	131519831
-6.11377085430807	5.00335189759251	256.065303176544	1.23654755607228e-57	8.8672825245943e-54	hsc_cfue_merged_16690	chr15	38543642	38543725
-6.4650336516057	4.300194783955	253.766798083842	3.91983477496866e-57	2.45954932748877e-53	hsc_cfue_merged_30907	chr3	94702598	94702684
5.96232741916964	4.86516682948181	251.405808917886	1.28222437311814e-56	7.15153520637901e-53	hsc_cfue_merged_31829	chr3	133339381	133339861
-5.79731618277237	5.41151083947753	249.297144437331	3.69546740406856e-56	1.85501377282029e-52	hsc_cfue_merged_4159	chr10	41204987	41205140
-5.9041980232449	4.97475066162191	245.853068102795	2.08227440026208e-55	9.50217527908686e-52	hsc_cfue_merged_15620	chr14	75138589	75138669
6.50661885038905	4.77556307874689	238.986781984762	6.54084993457164e-54	2.73609203471411e-50	hsc_cfue_merged_88	chr1	12644714	12644893
-5.44015404967935	6.01374660362804	238.055834360115	1.04382443069331e-53	4.03052730365477e-50	hsc_cfue_merged_34770	chr4	134982054	134982299
-5.51512345362188	5.59261939462941	236.374888701223	2.42753895192517e-53	8.70394091212768e-50	hsc_cfue_merged_49841	chr9	113969130	113969299
6.06948604609209	4.41394552477014	235.525821110476	3.71803787910847e-53	1.24422898278405e-49	hsc_cfue_merged_36284	chr5	48331352	48331791
5.59506585189343	4.66383845525738	234.826733561455	5.28151917542282e-53	1.65697761280437e-49	hsc_cfue_merged_25569	chr2	9593803	9594364
-6.22331831495979	3.9357643677487	233.677062137507	9.40727098646878e-53	2.77774577475161e-49	hsc_cfue_merged_30394	chr3	69054884	69054928
-5.59981669060902	5.09068455429295	232.307629318205	1.87110341111553e-52	5.21798766265369e-49	hsc_cfue_merged_32058	chr3	144670308	144670412
6.63953073065951	4.39361890332024	231.42246633902	2.91830356566039e-52	7.71000442555024e-49	hsc_cfue_merged_13016	chr13	60936460	60936948
-5.71473728357918	4.62098329940368	230.288741270806	5.15671461718405e-52	1.29425801819394e-48	hsc_cfue_merged_26292	chr2	34783205	34783293
-5.35259482012506	5.58462193542157	227.743987451712	1.85076651969562e-51	4.42394890424576e-48	hsc_cfue_merged_2928	chr1	174171707	174171836
5.62559824785005	4.37087206991433	225.233649971429	6.52905783557458e-51	1.48972325532881e-47	hsc_cfue_merged_29747	chr3	28558273	28558835
6.12432225787285	4.15975993954089	223.008113403857	1.99644393904531e-50	4.27201506043802e-47	hsc_cfue_merged_29649	chr3	20304609	20305239
5.60710114588922	4.36313282665453	222.962682105437	2.04251970138679e-50	4.27201506043802e-47	hsc_cfue_merged_13014	chr13	60897308	60897781
-5.54347525463015	4.71033898203005	222.461469226023	2.62716678330602e-50	5.2750356408645e-47	hsc_cfue_merged_46596	chr8	94733991	94734072
5.54981616843387	4.36810178307779	222.10753317507	3.13824318537192e-50	6.0588612760044e-47	hsc_cfue_merged_11745	chr13	4771338	4771862
-5.5068797928497	4.75645691747902	221.760408049374	3.73594524173634e-50	6.945675677757e-47	hsc_cfue_merged_27906	chr2	126165768	126165883
-5.41403506961699	5.00668583096995	221.551287303469	4.14966993295649e-50	7.43932077230775e-47	hsc_cfue_merged_40086	chr6	86639937	86640036
-5.34261290871987	5.17910597169403	220.738247874712	6.24243608079208e-50	1.08052263430179e-46	hsc_cfue_merged_21151	chr17	36869397	36869518
5.46207221762937	4.39822240978879	219.769753889661	1.0153277487921e-49	1.69888023353723e-46	hsc_cfue_merged_43769	chr7	104169693	104170189
-5.04927183468903	6.20582604435825	217.665678346461	2.92126367399959e-49	4.73027976270186e-46	hsc_cfue_merged_10473	chr12	69757903	69758129
-5.18381712962102	5.44547328179754	216.341383166963	5.68134336622357e-49	8.91207477982264e-46	hsc_cfue_merged_26183	chr2	32128231	32128362
-5.21818705277367	5.29626259531468	216.062323317656	6.53620792879145e-49	9.80893603023238e-46	hsc_cfue_merged_34068	chr4	115849378	115849516
5.72283785705126	4.12725462777397	216.029788744152	6.64389953638466e-49	9.80893603023238e-46	hsc_cfue_merged_4643	chr10	66864201	66864885
5.50818149835056	4.26760239759787	215.559605128183	8.41377658433749e-49	1.20670383772568e-45	hsc_cfue_merged_36327	chr5	52476216	52476661
5.64492153945929	4.22699821809112	214.033038711141	1.81138136691071e-48	2.52571973541159e-45	hsc_cfue_merged_14743	chr14	36316558	36317219
4.99542884774694	4.87292395480634	213.101607973477	2.89205060546627e-48	3.9235747092592e-45	hsc_cfue_merged_1520	chr1	94034934	94035695
5.84085871788557	4.49615684645554	212.4150263506	4.08309515419533e-48	5.39366124881955e-45	hsc_cfue_merged_37457	chr5	114636707	114636793
5.56681856148372	4.10481287515637	212.116804837699	4.74296314761469e-48	6.10468002873884e-45	hsc_cfue_merged_21849	chr17	70488800	70489259
-5.34570601862794	4.53823208221515	211.465639504922	6.57824399790121e-48	8.25520284906618e-45	hsc_cfue_merged_10022	chr12	33220556	33220660
4.85775445472162	5.44445387875538	210.742222319623	9.46096122986115e-48	1.15832163623254e-44	hsc_cfue_merged_43037	chr7	68749177	68749662
-5.6065263543631	3.8645688468204	209.696003898296	1.60025562181459e-47	1.91257217733873e-44	hsc_cfue_merged_44501	chr7	133702524	133702605
5.20268778953513	4.36807219391391	209.582601525633	1.69406762508937e-47	1.97760726922351e-44	hsc_cfue_merged_29792	chr3	31061121	31061736
5.8658331409985	4.30960203752684	209.067047429112	2.19488474938002e-47	2.50401431283247e-44	hsc_cfue_merged_49521	chr9	102772244	102772387
-5.36337170512378	4.34497325715831	208.099565633494	3.5685804804893e-47	3.98071187509159e-44	hsc_cfue_merged_31188	chr3	103129538	103129618
5.52334575477566	4.03398498700554	207.157158145066	5.72945117660061e-47	6.25220131982219e-44	hsc_cfue_merged_25590	chr2	10314722	10315215
-5.16738256362317	4.86749829936018	207.050636097396	6.04441989030224e-47	6.4555690475213e-44	hsc_cfue_merged_43762	chr7	103870816	103870954
5.17278449590077	4.26406476951301	206.971631616489	6.28915534259609e-47	6.5770152235895e-44	hsc_cfue_merged_30343	chr3	66400843	66401457
5.10261964633904	4.36088170994092	206.671391513341	7.31308943638695e-47	7.49173776404726e-44	hsc_cfue_merged_39278	chr6	40890970	40891489
-5.0234106718959	5.38756677113944	206.612212732987	7.53378102816482e-47	7.56346412541579e-44	hsc_cfue_merged_31266	chr3	105808575	105808754
5.16982175004252	4.26074476633427	206.374545302034	8.48925121863524e-47	8.3555871259183e-44	hsc_cfue_merged_8487	chr11	93821577	93822081
5.72408685979432	3.99295269637382	206.198216940703	9.27560951375995e-47	8.95399559158092e-44	hsc_cfue_merged_35845	chr5	27206230	27206616
5.10997452263383	4.322020107789	204.625380619513	2.04421428563497e-46	1.93610234898148e-43	hsc_cfue_merged_4383	chr10	54117724	54118174
5.14515474915396	4.66110895206827	204.578776429027	2.09264413204397e-46	1.94526773141131e-43	hsc_cfue_merged_41211	chr6	131377492	131377637
5.27984283456981	4.15588593353888	203.075651812936	4.45328779708166e-46	4.06439431909287e-43	hsc_cfue_merged_16521	chr15	31349795	31350416
-5.22107800378601	4.50387808319021	202.838598873928	5.01657536793398e-46	4.49673274543182e-43	hsc_cfue_merged_44546	chr7	135721815	135721928
6.85743904081129	4.28331506272823	202.510825696169	5.91466536386027e-46	5.20874486438059e-43	hsc_cfue_merged_6804	chr11	25100108	25100250
-5.27912929995651	4.23876656734084	202.238826291273	6.78083438568701e-46	5.86857833893674e-43	hsc_cfue_merged_23387	chr18	61505599	61505685
5.86146740873973	3.83130153707077	202.12814276712	7.16861879705754e-46	6.09903657213385e-43	hsc_cfue_merged_37093	chr5	102777839	102778455
5.43705060592642	4.37233563143998	202.007584396275	7.61627659611087e-46	6.37190393824962e-43	hsc_cfue_merged_36335	chr5	52655090	52655240
5.29189240839254	4.05993775414305	200.577411341347	1.5625312270069e-45	1.28336746706202e-42	hsc_cfue_merged_29318	chr2	178505937	178506408
5.06975307660141	4.22628858612633	200.548833462115	1.58513024598771e-45	1.28336746706202e-42	hsc_cfue_merged_41798	chr7	13302727	13303253
5.145422088308	4.12325673306366	199.918720712975	2.17554902754526e-45	1.73342911961412e-42	hsc_cfue_merged_19370	chr16	55887871	55888570
-5.29245698848058	4.15273686439028	199.882423420264	2.21559193582989e-45	1.73775106879458e-42	hsc_cfue_merged_39225	chr6	38911093	38911187
-4.98438306164529	5.05128027321084	199.799952767647	2.30933420266023e-45	1.78340998416824e-42	hsc_cfue_merged_35331	chr4	151960551	151960727
4.93414196071733	4.35300193154978	199.202949974909	3.11722211060995e-45	2.37083633767102e-42	hsc_cfue_merged_40525	chr6	108476772	108477307
5.30792312682211	3.93103708577914	198.738060400735	3.93749141118943e-45	2.95000382638023e-42	hsc_cfue_merged_11750	chr13	5592510	5592952
4.86434040826055	4.39061453351618	197.93977263156	5.88072670811634e-45	4.34110056716641e-42	hsc_cfue_merged_595	chr1	51584738	51585353
5.26421360073236	3.98402929409397	197.674564747352	6.71905851805242e-45	4.85374283676818e-42	hsc_cfue_merged_43383	chr7	88423814	88424302
5.160046666593	4.06610442496351	197.659953812316	6.76857179858901e-45	4.85374283676818e-42	hsc_cfue_merged_50901	chrX	121654565	121655186
-5.15295332963095	4.3698936250169	197.493582677001	7.35876811599899e-45	5.20264905801129e-42	hsc_cfue_merged_48880	chr9	70926905	70926979
5.5630804634485	3.84843267245696	197.427155287214	7.60855125851774e-45	5.30453399338632e-42	hsc_cfue_merged_16732	chr15	41612162	41612623
5.82329103493115	3.7749569285886	197.159754263066	8.70279522278308e-45	5.98430427120606e-42	hsc_cfue_merged_43157	chr7	77133002	77133445
5.36297796824113	3.86151084406615	196.880503344546	1.00138726001418e-44	6.79278868796375e-42	hsc_cfue_merged_32236	chr3	152912189	152912737
5.1674677059556	3.99805501236997	196.652039215682	1.12321280402502e-44	7.51758841648585e-42	hsc_cfue_merged_2229	chr1	144330237	144330871
5.51309302435434	4.11236614684337	196.430136988273	1.25571255278666e-44	8.29381618581997e-42	hsc_cfue_merged_15931	chr14	104336917	104337069
4.7064053958596	4.74172295066075	195.689978241927	1.82148364373961e-44	1.17973284272146e-41	hsc_cfue_merged_17195	chr15	72928747	72929652
4.66039902834774	4.95370581701067	195.677262150565	1.83316058195258e-44	1.17973284272146e-41	hsc_cfue_merged_13389	chr13	83571979	83572570
-5.16221045136183	4.24120177824473	195.250606597447	2.27152144766337e-44	1.44333622921972e-41	hsc_cfue_merged_40935	chr6	123293143	123293199
5.23118551202898	3.96236879997408	195.208992326455	2.31952516978542e-44	1.45541506184648e-41	hsc_cfue_merged_28318	chr2	145233690	145234255
5.07141355252809	4.03724301221805	194.960051823442	2.62863421403729e-44	1.62900681039543e-41	hsc_cfue_merged_30550	chr3	82357762	82358165
5.09579206248449	4.04767965876443	194.534302990823	3.25574442265341e-44	1.99303174126748e-41	hsc_cfue_merged_29269	chr2	174602137	174602673
6.102701259365	3.98322481075098	194.487768245389	3.33277984430355e-44	2.01560903427115e-41	hsc_cfue_merged_10524	chr12	71424872	71424990
5.39942401812783	3.82036832129978	194.390374667707	3.4999597483633e-44	2.09151761295944e-41	hsc_cfue_merged_14442	chr14	22183158	22183661
-4.75478132571819	5.58373563731959	194.044243223001	4.16492944351392e-44	2.45961133265962e-41	hsc_cfue_merged_21254	chr17	44672316	44672515
-5.2203983056952	4.05147173998765	193.79068624005	4.73094526401455e-44	2.76138673741556e-41	hsc_cfue_merged_30584	chr3	84135468	84135608
-5.03670520116319	4.42509308858373	193.36382176094	5.86292559747705e-44	3.38277328984547e-41	hsc_cfue_merged_34613	chr4	132624418	132624513
5.1830795399334	3.92615830423946	192.99022774219	7.07383629692331e-44	4.03506091587113e-41	hsc_cfue_merged_6863	chr11	30025902	30026311
5.15015322686497	3.99029337464635	192.777130482956	7.87346615915608e-44	4.44072337967593e-41	hsc_cfue_merged_16708	chr15	39778052	39778649
5.32561941831509	3.83013402322752	192.580099162289	8.69301798823089e-44	4.8484824883914e-41	hsc_cfue_merged_28317	chr2	145225683	145226439
-4.83571494477362	5.03783090974988	192.080927489256	1.11717754273437e-43	6.16252319919091e-41	hsc_cfue_merged_5006	chr10	79712569	79712738
4.62721724786256	4.78299766968217	191.91457566947	1.21459437932161e-43	6.62706457160942e-41	hsc_cfue_merged_4968	chr10	78297758	78298544
5.07410551109603	3.98548170089904	191.547227883519	1.46087022945195e-43	7.88508633417197e-41	hsc_cfue_merged_12208	chr13	28512554	28513134
4.8747614850732	4.18798877910222	191.296278608788	1.65724362388335e-43	8.84985725405025e-41	hsc_cfue_merged_35123	chr4	145240744	145241308
-4.85845858418524	4.90812701248543	191.253026067889	1.69366350415955e-43	8.94913967561021e-41	hsc_cfue_merged_44139	chr7	120865953	120866076
