chr1_195337788_195337938	150	150	355.5	2.37	2.37
chr1_3940194_3940344	150	150	454.5	3.03	3.03
chr1_4259682_4259832	150	150	376.5	2.51	2.51
chr1_4689133_4689404	271	271	1233.05	4.55	4.55
chr1_4722686_4722836	150	150	415.5	2.77	2.77
chr1_4722918_4723068	150	150	534	3.56	3.56
chr1_4747000_4747150	150	150	534	3.56	3.56
chr1_4768497_4768647	150	150	1008	6.72	6.72
chr1_4769965_4770115	150	150	889.5	5.93	5.93
chr1_4771067_4771217	150	150	1755	11.7	11.7
chr1_4785420_4785570	150	150	1965	13.1	13.1
chr1_4785695_4785845	150	150	7440	49.6	49.6
chr1_4785947_4786097	150	150	2445	16.3	16.3
chr1_4786098_4786248	150	150	2340	15.6	15.6
chr1_4807628_4807778	150	150	2835	18.9	18.9
chr1_4808046_4808196	150	150	930	6.2	6.2
chr1_4830959_4831109	150	150	454.5	3.03	3.03
chr1_4857039_4857189	150	150	1048.5	6.99	6.99
chr1_4857669_4857819	150	150	14295	95.3	95.3
chr1_4857992_4858142	150	150	949.5	6.33	6.33
chr1_4858272_4858422	150	150	2565	17.1	17.1
chr1_4858514_4858664	150	150	1324.5	8.83	8.83
chr1_4873870_4874070	200	200	1490	7.45	7.45
chr1_4874149_4874299	150	150	6450	43	43
chr1_4880629_4880779	150	150	3120	20.8	20.8
chr1_4931628_4931778	150	150	514.5	3.43	3.43
chr1_4945118_4945268	150	150	297	1.98	1.98
chr1_4966141_4966291	150	150	376.5	2.51	2.51
chr1_5019377_5019527	150	150	454.5	3.03	3.03
chr1_5082945_5083177	232	232	1468.56	6.33	6.33
chr1_5083179_5083329	150	150	672	4.48	4.48
chr1_6160129_6160279	150	150	495	3.3	3.3
chr1_6214247_6214397	150	150	4770	31.8	31.8
chr1_6214534_6214684	150	150	14970	99.8	99.8
chr1_6214879_6215029	150	150	2175	14.5	14.5
chr1_6215153_6215550	397	397	4020.29	10.1267	10.1267
chr1_6272371_6272521	150	150	910.5	6.07	6.07
chr1_6277898_6278048	150	150	435	2.9	2.9
chr1_6369314_6369464	150	150	553.5	3.69	3.69
chr1_6472984_6473134	150	150	336	2.24	2.24
chr1_6729897_6730047	150	150	474	3.16	3.16
chr1_6945218_6945368	150	150	435	2.9	2.9
chr1_7088164_7088314	150	150	1324.5	8.83	8.83
chr1_7088765_7088915	150	150	27570	183.8	183.8
chr1_7139576_7139726	150	150	316.5	2.11	2.11
chr1_7177644_7177794	150	150	1266	8.44	8.44
chr1_7204915_7205065	150	150	514.5	3.43	3.43
chr1_7397364_7397514	150	150	3240	21.6	21.6
chr1_7397607_7397757	150	150	17430	116.2	116.2
chr1_7397865_7398015	150	150	15780	105.2	105.2
chr1_8358034_8358184	150	150	553.5	3.69	3.69
chr1_8613603_8613753	150	150	415.5	2.77	2.77
chr1_8792082_8792232	150	150	495	3.3	3.3
chr1_9544992_9545142	150	150	2100	14	14
chr1_9545186_9545336	150	150	22800	152	152
chr1_9545551_9545701	150	150	1029	6.86	6.86
chr1_9545883_9546033	150	150	1008	6.72	6.72
chr1_9605286_9605436	150	150	495	3.3	3.3
chr1_9623898_9624048	150	150	336	2.24	2.24
chr1_9633870_9634020	150	150	415.5	2.77	2.77
chr1_9641563_9641713	150	150	355.5	2.37	2.37
chr1_9647155_9647305	150	150	435	2.9	2.9
chr1_9696966_9697116	150	150	751.5	5.01	5.01
chr1_9699377_9699527	150	150	534	3.56	3.56
chr1_9699666_9699816	150	150	652.5	4.35	4.35
chr1_9699841_9699991	150	150	850.5	5.67	5.67
chr1_9700065_9700215	150	150	1423.5	9.49	9.49
chr1_9700303_9700453	150	150	3930	26.2	26.2
chr1_9700504_9700654	150	150	2670	17.8	17.8
chr1_9700884_9701165	281	281	1889.72	6.725	6.725
chr1_9703197_9703347	150	150	988.5	6.59	6.59
chr1_9744982_9745132	150	150	2685	17.9	17.9
chr1_9747391_9747739	348	348	4431.2	12.7333	12.7333
chr1_9747838_9747988	150	150	1965	13.1	13.1
chr1_9748098_9748248	150	150	1785	11.9	11.9
chr1_9748383_9748617	234	234	60067.8	256.7	256.7
chr1_9772867_9773017	150	150	5835	38.9	38.9
chr1_9776472_9776622	150	150	3900	26	26
chr1_9780467_9780617	150	150	9570	63.8	63.8
chr1_9783688_9783838	150	150	1384.5	9.23	9.23
chr1_9784445_9784595	150	150	1545	10.3	10.3
chr1_9798531_9798681	150	150	2100	14	14
chr1_9799125_9799275	150	150	2730	18.2	18.2
chr1_9800012_9800162	150	150	2910	19.4	19.4
chr1_9848256_9848406	150	150	988.5	6.59	6.59
chr1_9851301_9851451	150	150	553.5	3.69	3.69
chr1_9861447_9861597	150	150	691.5	4.61	4.61
chr1_9867023_9867173	150	150	553.5	3.69	3.69
chr1_9883518_9883668	150	150	553.5	3.69	3.69
chr1_9897279_9897429	150	150	672	4.48	4.48
chr1_9906564_9906714	150	150	573	3.82	3.82
chr1_9943764_9944055	291	291	1497.19	5.145	5.145
chr1_9944069_9944219	150	150	4215	28.1	28.1
chr1_9944322_9944611	289	289	933.47	3.23	3.23
chr1_9967764_9967914	150	150	495	3.3	3.3
chr1_9986020_9986170	150	150	316.5	2.11	2.11
chr1_9990107_9990257	150	150	553.5	3.69	3.69
chr1_9997380_9997530	150	150	514.5	3.43	3.43
chr1_10037450_10037600	150	150	1920	12.8	12.8
chr1_10037864_10038263	399	399	32172.7	80.6333	80.6333
chr1_10038383_10038653	270	270	2242.35	8.305	8.305
chr1_10039621_10039771	150	150	2715	18.1	18.1
chr1_10040060_10040210	150	150	3240	21.6	21.6
chr1_10069506_10069656	150	150	435	2.9	2.9
chr1_10089543_10089806	263	263	1971.18	7.495	7.495
chr1_10101413_10101563	150	150	534	3.56	3.56
chr1_10109180_10109438	258	258	816.57	3.165	3.165
chr1_10133446_10133596	150	150	376.5	2.51	2.51
chr1_10133813_10133963	150	150	316.5	2.11	2.11
chr1_10227097_10227339	242	242	797.39	3.295	3.295
chr1_10232002_10232226	224	224	842.24	3.76	3.76
chr1_10232262_10232412	150	150	751.5	5.01	5.01
